Country,Comment,URL,Year,NumAuth,Agency,ReportSeries,Branch,FirstAuthor,AllAuthors,Citation,Title,Date,Vol
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0401.pdf,2001,3,Fisheries Research Services,Internal Reports,,,"McIntosh, A.D., Davies, I.M. & Webster, L.",,The source and fate of polycyclic aromatic hydrocarbon (PAH) in farmed mussels and other commercial species from Loch Leven. A) Farmed Atlantic salmon. (04/01),01/01/2001
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0501.pdf,2001,3,Fisheries Research Services,Internal Reports,,,"McIntosh, A.D., Davies, I.M. & Webster, L.",,The source and fate of polycyclic aromatic hydrocarbon (PAH) in farmed mussels and other commercial species from Loch Leven. B) Nephrops norvegicus. (05/01),01/01/2001
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0601.pdf,2001,6,Fisheries Research Services,Internal Reports,,,"Howell, T.R.W.; Bailey, N.; Davis, S.E.B.; Donald, J.W.; Hawkins, M.J. & Chapman, C.J.",,Survey of Solway cockle grounds 2000. (06/01),01/01/2001
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0701.pdf,2001,4,Fisheries Research Services,Internal Reports,,,"McIntosh, A.D.; Davies, I.M.; Webster, L. & Moffat, C.F.",,The source and fate of polycyclic aromatic hydrocarbon (PAH) in farmed mussels and other commercial species from Loch Leven. C) Blue mussel ( Mytilus edulis). (07/01),01/01/2001
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1201.pdf,2001,4,Fisheries Research Services,Internal Reports,,,"Davies, I.M.; McIntosh, A.F.; Webster, L. & Moffat, C.F.",,Measurements of contaminant concentrations in shellfish: polycyclic aromatic hydrocarbons. (08/01),01/01/2001
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0901.pdf,2001,2,Fisheries Research Services,Internal Reports,,,"Webster, L. & Simpson, P.",,Analysis of oilfield chemicals by LC-MS. (09/01),01/01/2001
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1001.pdf,2001,3,Fisheries Research Services,Internal Reports,,,"Webster, L.; Davies, I.M. & McIntosh, A.D.",,Measurements of contaminant concentrations in shellfish: chlorobiphenyls and pesticides. (10/01),01/01/2001
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1101.pdf,2001,3,Fisheries Research Services,Internal Reports,,,"McIntosh, A.D. Davies, I.M. & Webster, L.",,The source and fate of polycyclic aromatic hydrocarbon (PAH) in farmed mussels and other commercial species from Loch Leven. D) PAH is the fume treatment plant discharge and the Loch water column. (11/01),01/01/2001
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1201.pdf,2001,4,Fisheries Research Services,Internal Reports,,,"Tait, D.J.K.; Davies, I.M.; McIntosh, A.D. & Moffat, C.F.",,Measurement of contaminant concentrations in shellfish: trace metals. (12/01),01/01/2001
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1401.pdf,2001,2,Fisheries Research Services,Internal Reports,,,"Webster, L. & Simpson, P.",,Analyais of teflubenzuran in sediment and biota by LC-MS. (14/01),01/01/2001
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1501.pdf,2001,5,Fisheries Research Services,Internal Reports,,,"Howell, R.; Davis, S.; Donald, J.; Macdonald, W. & Bailey, N.",,Survey of Western Isles cockle grounds 2001. (15/01),01/01/2001
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1601.pdf,2001,4,Fisheries Research Services,Internal Reports,,,"Howell, T.R.W.; Bailey, N.; Davis, S.E.B. & Donald, J.W.",,Survey of Solway cockle grounds 2001. (16/01),01/01/2001
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1701.pdf,2001,2,Fisheries Research Services,Internal Reports,,,"Gausset, M. & Turrell, W.R.",,Deep sound scattering layers in the Faroe-Shetland Channel. (17/01),01/01/2001
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1801.pdf,2001,2,Fisheries Research Services,Internal Reports,,,"Webster, L. & Campbell, L.A.",,Chlorobiphenyl contaminants at Pladda and Garroch Head in the Firth of Clyde following the cessation of sewage sludge dumping. (18/01),01/01/2001
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0102.pdf,2002,2,Fisheries Research Services,Internal Reports,,,"MacLean, J.C. & Walker, A.F.",,FRS FL report of salmon and sea trout stocks in the West of Scotland. (01/02),01/01/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Coll0202.pdf,2002,4,Fisheries Research Services,Internal Reports,,,"McIntosh, A.D.; Webster, L.; Hayes, P. & Moffat, C.F.",,The source and fate of polycyclic aromatic hydrocarbon (PAH) in sediment and water from Loch Leven. (02/02),01/01/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0302.pdf,2002,3,Fisheries Research Services,Internal Reports,,,"Minchin, A.; McIntosh, A.D. & Davies, I.M.",,BEQUALM workshop on P4501A1 activity in fish report on the training workshop. (03/02),01/01/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0402.pdf,2002,3,Fisheries Research Services,Internal Reports,,,"McIntosh, A.D.; Moffat, C. & Webster, L.",,The source and fate of polycyclic aromatic hydrocarbons (PAHs) in farmed mussels and other commercial species from Loch Leven. (04/02),01/01/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0502.pdf,2002,3,Fisheries Research Services,Internal Reports,,,"McIntosh, A.D.; Moffat, C. & Webster, L.",,The source and fate of polycyclic aromatic hydrocarbons (PAHs) in wild mussels ( Mytilus edulis) and winkles ( Littorina littorea) from Loch Leven. (05/02),01/01/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0602.pdf,2002,7,Fisheries Research Services,Internal Reports,,,"Howell, T.; Davis, S.; Donald, J.; Weetman, A.; Drewery, J, Martin & Bailey, N.",,Survey of Solway cockle grounds 2002. (06/02),01/01/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0702.pdf,2002,1,Fisheries Research Services,Internal Reports,,,"Gillibrand, P.A.",,"Observations and model simulations of water circulation and transport in Loch Fyne, a Scottish Fjord. (07/02)",01/01/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0802.pdf,2002,5,Fisheries Research Services,Internal Reports,,,"McIntosh, A.; Webster, L.; Bredinski, X.; Davies, I. & Moffat, C.",,Measurement of chemical contaminants in shellfish from Scottish waters. (08/02),01/01/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0902.pdf,2002,1,Fisheries Research Services,Internal Reports,,,"Smith, E.",,Assessment and validation of a commercial rapid qualitative assay (Mist AlertTM) for detection of paralytic and amnesic shellfish poisons in the UK monitoring programme and as an end-product test (09/02),01/01/2002
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0803INT.pdf,2003,4,Fisheries Research Services,Internal Reports,,,"Gillibrand, P.A.; Sammes, P.J.; Slesser, G. & Adams, R.D.",,Seasonal water column characteristics in the Little and North Minches and the sea of the Hebrides. I Physical and chemical parameters (08/03),15/07/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0103.pdf,2003,6,Fisheries Research Services,Internal Reports,,,"Webster, L.; Twigg, M.; Megginson, C.; Walsham, P.; Packer, G. & Moffat, C.",,"Polycylic aromatic hydrocarbons (PAHs) in sediments collected between the 110 mile hole and the Inner Moray Firth, Scotland. (01/03)",01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0203.pdf,2003,1,Fisheries Research Services,Internal Reports,,,"Kynoch, R.J.",,Trends in Scottish fishing methods 1990-2001. (02/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0303.pdf,2003,7,Fisheries Research Services,Internal Reports,,,"MacKay, S.M,; MacLean, J.C.; Smith, G.W.; Whyte, B.D.M.; Simpson, I.; Anderson, G.M.A. & Higgins, J.J.",,"Description of Atlantic salmon, Salmo salar L., smolt production from a tributory of the River North Esk, Scotland. (03/03)",01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0403.pdf,2003,4,Fisheries Research Services,Internal Reports,,,"Shaw, C.; Fryer, R.; McKie, J. & Webster, L.",,Evaluation of the sampling and analytical technique for the measurment of inorganic nutrients in sea water. (04/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/FRSInternalReport05-03.pdf,2003,UFO,Fisheries Research Services,Internal Reports,,,FRS,,Scottish ocean climate status report 2000-2001. (05/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0603.pdf,2003,4,Fisheries Research Services,Internal Reports,,,"Webster, L.; Keith, D.; Hayes, P. & Davies, I.M.",,Evaluation of methods of analysis for tributyltin and its analogues. (06/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0703.pdf,2003,5,Fisheries Research Services,Internal Reports,,,"Howell, T.; Davis, S.; Donald, J.; Bailey, N. and Tuck, I.",,Report of Marine Laboratory scallop stock assessments. (07/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0903.pdf,2003,4,Fisheries Research Services,Internal Reports,,,"Howard, G.; Heron, J.; Turriff, J. & Kinnear, S.",,Preliminary trials to assess the viability of purifying Venerupis spp. by depuration using ultra-violet sterilisation. (09/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1003.pdf,2003,4,Fisheries Research Services,Internal Reports,,,"Webster, L.; Russell, M.; Packer, G. & Moffat, C.",,"Analysis of a sand sample collected from Brora beach following an oil spill from a platform in the Beatrice Field, Moray Firth. (10/03)",01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1103.pdf,2003,5,Fisheries Research Services,Internal Reports,,,"Shaw, C.; Walsham, P.; Fryer, R.; McKie, J. & Webster, L.",,Development and evaluation of the sampling and analytical technique for the measurement of inorganic nutrients at sea and in the laboratory using the Bran and Luebbe Continuous Flow Analyser. (11/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1203.pdf,2003,2,Fisheries Research Services,Internal Reports,,,"McIntosh, A. & Craig, A.",,Sensory assessement of fish and shellfish caught in the east Shetland Basin in the Forties oilfields. (12/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1303.pdf,2003,2,Fisheries Research Services,Internal Reports,,,"O'Neill, F.G. & Summerbell, K.D.",,Simulations highlighting the influence of fish reactions on cod-end selection. (13/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1403.pdf,2003,1,Fisheries Research Services,Internal Reports,,,"O'Neill, F.G.",,Modelling flow through partially blocked netting. (14/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1503.pdf,2003,6,Fisheries Research Services,Internal Reports,,,"Howell, T.; Davis, S.; Donald, J.; Drewery, J.; Martin, J. & Ward, B.",,Survey of Solway cockle grounds 2003. (15/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1603.pdf,2003,6,Fisheries Research Services,Internal Reports,,,"Smith, E.; Grieve, M.; Mackintosh, F.; Scott, A.; Brown, N. & Gallacher, S.",,Assessment of immunoassays for the detection of Amnesic Shellfish Poisoning (ASP) Toxins. (16/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1703.pdf,2003,5,Fisheries Research Services,Internal Reports,,,"Wright, P.; Gibb, F.; Gibb, I.; Heath, M. & Dobby, H.",,North Sea cod spawning grounds. (17/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int1803.pdf,2003,1,Fisheries Research Services,Internal Reports,,,"Simpson, I.",,Review of adult fish counters and traps in Scotland. (18/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1903.pdf,2003,3,Fisheries Research Services,Internal Reports,,,"O'Sullivan, M.; Verspoor, E. and Wright, P.J.",,The potential for using molecular techniques to determine population structure in marine finish species of interest to the Scottish industry. (19/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR2003.pdf,2003,12,Fisheries Research Services,Internal Reports,,,"Webster, L.; Phillips, L.; Walsham, P.; Megginson, C.; Packer, G.; Shaw, C.; Dalgarno, E.; Bredinski, X.; Gubbins, M.; McIntosh, A.; Davies, I. and Moffat",,Measurements of nutrients and contaminants in Scottish waters as part of the UK National Marine Monitoring Programme. (20/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/Int2103.pdf,2003,6,Fisheries Research Services,Internal Reports,,,"Davis, S., Howell, T., Donald, J., Drewery, J., Martin, J. & Campbell, R.",,Survey of Firth of Forth cockle grounds 2003. (21/03),01/01/2003
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0604INT.pdf,2004,4,Fisheries Research Services,Internal Reports,,,"Murray, A.G.; Leschen, W.A.; Kilburn, R. & Raynard, R.S.",,A case-control study for the identification of risk factors behind clinical outbreaks of infectious pancreatic necrosis (IPN) (06/04),01/08/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0104INT.pdf,2004,5,Fisheries Research Services,Internal Reports,,,"Webster, L.; Robinson, C.; Gubbins, M.; Davies, I. & Moffat, C.",,A Review of Hazardous Substances in the Scottish Marine Environment. (01/04),01/01/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0204INT.pdf,2004,1,Fisheries Research Services,Internal Reports,,,"Turrell, W.R.",,The Policy Basis of the 'Ecosystem Approach' to Fisheries Management. (02/04),01/01/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0304INT.pdf,2004,7,Fisheries Research Services,Internal Reports,,,"Russell, M.; Webster, L.; Walsham, P.; Packer, G.; Dalgarno, E.; McIntosh, A. & Moffat, C.",,The effects of Oil Exploration and Production in the Fladen Ground: Composition and Concentration of Hydrocarbons in Sediment Samples Collected during 2001 and Their Comparison with Sediment Samples Collected in 1989. (03/04),01/01/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0404INT.pdf,2004,1,Fisheries Research Services,Internal Reports,,,"Hay, D.",,"Larval Sea Lice Densities and Sea Lice Levels on Post-Smolt Sea Trout in Western Scotland, 2002-2003. (04/04)",01/01/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0504.pdf,2004,8,Fisheries Research Services,Internal Reports,,,"Davis, S.E.B., Howell, T.R.W., Donald, J.W., Drewery, J.; Tuck, I.; Ward, B.; Campbell, R. & Fryer, R.",,Survey of Solway cockle grounds 2004. (05/04),01/01/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/frs0704.pdf,2004,3,Fisheries Research Services,Internal Reports,,,"Simpson, I.; MacLean, J.C. & Smith, G.W.",,An Evaluation of the performance of a Logie Fish Counter on the River Helmsdale. (07/04),01/01/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0804.pdf,2004,5,Fisheries Research Services,Internal Reports,,,"Webster, L.; Phillips, L.; Russell, M.; Dalgarno, E. & Moffat, C.",,An environmental assessment of organic contaminants in the Firth of Clyde. (08/04),01/01/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/0904INT.pdf,2004,2,Fisheries Research Services,Internal Reports,,,"Robinson, C. & Davies, I.M.",,Scoping Report on the potential for Scottish freshwater fisheries to be affected by Oestrogenic Exposure. (09/04),01/01/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/1004INT.pdf,2004,6,Fisheries Research Services,Internal Reports,,,"Webster, L.; Walsham, P.; Russell, M.; McIntosh, A.D.; Mackie, P.R. and Moffat, C.F.",,"The effects of oil exploration and production in the East Shetland Basin: composition and concentration of hydrocarbons in sediment samples collected in 1986, 1988, 1989 and 1994. (10/04)",01/01/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR1104.pdf,2004,4,Fisheries Research Services,Internal Reports,,,"Gibb, F.M.; Wright, P.J.; Gibb, I.M. and O'Sullivan, M.",,Haddock and whiting spawning areas in the North Sea and Scottish West Coast. (11/04),01/01/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/1204IR.pdf,2004,1,Fisheries Research Services,Internal Reports,,,"Hughes, S.L.",,FRS Ocean Climate Status Report 2002 and 2003. (12/04),01/01/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/ir0604.pdf,2004,4,Fisheries Research Services,Internal Reports,,,"Murray, A.G.; Leschen, W.A.; Kilburn, R. & Raynard, R.S.",,A case-control study for the identification of risk factors behind clinical outbreaks of infectious Pancreatic Necrosis (IPN) (06/04),01/01/2004
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/1905.pdf,2005,2,Fisheries Research Services,Internal Reports,,,"Slesser, G. & Turrell, W.R.",,"Annual cycles of physical, chemical and biological parameters in Scottish waters (2005 update) (19/05)",01/12/2005
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/InternalReport1305.pdf,2005,8,Fisheries Research Services,Internal Reports,,,"Russell, M.; Webster, L.; Walsham, P.; Packer, G.; Dalgarno, E.J.; McIntosh, A.D.; Fryer, R.J. & Moffat, C.F.",,The effects of oil exploration and production in the East Shetland Basin: composition and concentration of hydrocarbons in sediment samples collected in 2002 using a stratified random sampling design and their comparison with historic data (13/05),01/07/2005
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/1105.pdf,2005,UFO,Fisheries Research Services,Internal Reports,,,FRS,,Epizootiological investigation into a case of suspicion of infectious salmon anaemia (ISA) in Scotland in November 2004 (11/05),01/06/2005
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0105.pdf,2005,3,Fisheries Research Services,Internal Reports,,,"Robinson, C.D.; Davies, I.M. & Moffat, C.F.",,"Possible routes towards the assessment of endocrine disruption (ED) in the Marine Environment, including an overview of recent UK Government-funded Marine ED Research. (01/05)",01/01/2005
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0205.pdf,2005,3,Fisheries Research Services,Internal Reports,,,"Greathead, C.F.; Donnan, D.W. & Mair, J.M.",,"Impact of Nephrops trawling on the distribution of the Sea Pens Virgularia Mirabilis, Pennatula Phosphorea and Funiculina Quadrangularis in Scottish waters. (02/05)",01/01/2005
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0305.pdf,2005,1,Fisheries Research Services,Internal Reports,,,"Ferro, R.S.T.",,Status of research into Species Selection in NE Atlantic Fisheries. (03/05),01/01/2005
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0405.pdf,2005,14,Fisheries Research Services,Internal Reports,,,"Webster, L.; McIntosh, A.; Phillips, L.; Robinson, C.; Walsham, P.; Russell, M.; Packer, G.; Rose, M.; Dalgarno, E.; Devalla, S.; Bredzinski, X.; McKenzie, M.; Davies, I. & Moffat, C.",,"Measurement of nutrients, contaminants and biological effect in Scottish Waters as part of the UK National Marine Monitoring Programme (NMMP): 1999-2004. (04/05)",01/01/2005
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0505.pdf,2005,1,Fisheries Research Services,Internal Reports,,,"Kienzle, M.",,Estimation of the Parameters of Von Bertalanffy Growth Functions for the main commercial species of the North Sea. (05/05),01/01/2005
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0605.pdf,2005,1,Fisheries Research Services,Internal Reports,,,"Kynoch, R.J.",,Engineering performance of gears used by the Scottish Fleet targeting Nephrops in ICES Sub Area IV. (06/05),01/01/2005
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0705.pdf,2005,3,Fisheries Research Services,Internal Reports,,,"Hayes, P.; Russell, M. & Packer, G.",,Assessment of the quality of Sediment Polcyclic Aromatic Hydrocarbons and Tributyltin samples collected from Aberdeen Harbour and Aberdeen Sea Disposal Site. (07/05),01/01/2005
Scotland,,http://www.scotland.gov.uk/Uploads/Documents/IR0805.pdf,2005,3,Fisheries Research Services,Internal Reports,,,"Hayes, P.; Russell, M. & Packer, G.",,Survey of dredged material and wastewater sludge sea disposal sites for the East Coast of Scotland. (08/05),01/01/2005
